State,Year,County,CountyID,Population Change Abs,Pop Change (%),Population
DC,2016,DictrictofColumbia,DictrictofColumbiaDC2016,103982,17.27944537,685815
DC,2017,DictrictofColumbia,DictrictofColumbiaDC2017,103982,17.27944537,694906
DC,2018,DictrictofColumbia,DictrictofColumbiaDC2018,103982,17.27944537,701547
DC,2019,DictrictofColumbia,DictrictofColumbiaDC2019,103982,17.27944537,705749
FL,2010,Sumter,SumterFL2010,39000,41.74694926,94278
FL,2011,Sumter,SumterFL2011,39000,41.74694926,97975
FL,2012,Sumter,SumterFL2012,39000,41.74694926,101669
FL,2013,Sumter,SumterFL2013,39000,41.74694926,106898
FL,2014,Sumter,SumterFL2014,39000,41.74694926,112236
FL,2015,Sumter,SumterFL2015,39000,41.74694926,117076
FL,2016,Sumter,SumterFL2016,39000,41.74694926,122009
FL,2017,Sumter,SumterFL2017,39000,41.74694926,124995
FL,2018,Sumter,SumterFL2018,39000,41.74694926,128719
FL,2019,Sumter,SumterFL2019,39000,41.74694926,132420
FL,2010,Osceola,OsceolaFL2010,107066,39.84814932,269837
FL,2011,Osceola,OsceolaFL2011,107066,39.84814932,278636
FL,2012,Osceola,OsceolaFL2012,107066,39.84814932,288876
FL,2013,Osceola,OsceolaFL2013,107066,39.84814932,299238
FL,2014,Osceola,OsceolaFL2014,107066,39.84814932,311046
FL,2015,Osceola,OsceolaFL2015,107066,39.84814932,323736
FL,2016,Osceola,OsceolaFL2016,107066,39.84814932,338209
FL,2017,Osceola,OsceolaFL2017,107066,39.84814932,353623
FL,2018,Osceola,OsceolaFL2018,107066,39.84814932,368456
FL,2019,Osceola,OsceolaFL2019,107066,39.84814932,375751
FL,2010,StJohns ,StJohnsFL2010,74634,39.27319799,191249
FL,2011,StJohns ,StJohnsFL2011,74634,39.27319799,196106
FL,2012,StJohns ,StJohnsFL2012,74634,39.27319799,202066
FL,2013,StJohns ,StJohnsFL2013,74634,39.27319799,209439
FL,2014,StJohns ,StJohnsFL2014,74634,39.27319799,217836
FL,2015,StJohns ,StJohnsFL2015,74634,39.27319799,226362
FL,2016,StJohns ,StJohnsFL2016,74634,39.27319799,234828
FL,2017,StJohns ,StJohnsFL2017,74634,39.27319799,243693
FL,2018,StJohns ,StJohnsFL2018,74634,39.27319799,253814
FL,2019,StJohns ,StJohnsFL2019,74634,39.27319799,264672
FL,2010,Walton,WaltonFL2010,19025,34.56200269,55217
FL,2011,Walton,WaltonFL2011,19025,34.56200269,55602
FL,2012,Walton,WaltonFL2012,19025,34.56200269,57190
FL,2013,Walton,WaltonFL2013,19025,34.56200269,59193
FL,2014,Walton,WaltonFL2014,19025,34.56200269,61186
FL,2015,Walton,WaltonFL2015,19025,34.56200269,63066
FL,2016,Walton,WaltonFL2016,19025,34.56200269,65421
FL,2017,Walton,WaltonFL2017,19025,34.56200269,68021
FL,2018,Walton,WaltonFL2018,19025,34.56200269,70732
FL,2019,Walton,WaltonFL2019,19025,34.56200269,74071
FL,2010,Manatee,ManateeFL2010,80374,24.89291654,323424
FL,2011,Manatee,ManateeFL2011,80374,24.89291654,327549
FL,2012,Manatee,ManateeFL2012,80374,24.89291654,333844
FL,2013,Manatee,ManateeFL2013,80374,24.89291654,341855
FL,2014,Manatee,ManateeFL2014,80374,24.89291654,350865
FL,2015,Manatee,ManateeFL2015,80374,24.89291654,362548
FL,2016,Manatee,ManateeFL2016,80374,24.89291654,375373
FL,2017,Manatee,ManateeFL2017,80374,24.89291654,385506
FL,2018,Manatee,ManateeFL2018,80374,24.89291654,394387
FL,2019,Manatee,ManateeFL2019,80374,24.89291654,403253
GA,2010,Forsyth,ForsythGA2010,68768,39.18761824,176723
GA,2011,Forsyth,ForsythGA2011,68768,39.18761824,181794
GA,2012,Forsyth,ForsythGA2012,68768,39.18761824,186793
GA,2013,Forsyth,ForsythGA2013,68768,39.18761824,193801
GA,2014,Forsyth,ForsythGA2014,68768,39.18761824,202598
GA,2015,Forsyth,ForsythGA2015,68768,39.18761824,211250
GA,2016,Forsyth,ForsythGA2016,68768,39.18761824,220481
GA,2017,Forsyth,ForsythGA2017,68768,39.18761824,228940
GA,2018,Forsyth,ForsythGA2018,68768,39.18761824,236993
GA,2019,Forsyth,ForsythGA2019,68768,39.18761824,244252
GA,2010,Long,LongGA2010,5215,36.35666481,14574
GA,2011,Long,LongGA2011,5215,36.35666481,15088
GA,2012,Long,LongGA2012,5215,36.35666481,15994
GA,2013,Long,LongGA2013,5215,36.35666481,16484
GA,2014,Long,LongGA2014,5215,36.35666481,17029
GA,2015,Long,LongGA2015,5215,36.35666481,17658
GA,2016,Long,LongGA2016,5215,36.35666481,18372
GA,2017,Long,LongGA2017,5215,36.35666481,18780
GA,2018,Long,LongGA2018,5215,36.35666481,19091
GA,2019,Long,LongGA2019,5215,36.35666481,19559
GA,2010,Bryan,BryanGA2010,9412,31.15009101,30377
GA,2011,Bryan,BryanGA2011,9412,31.15009101,31267
GA,2012,Bryan,BryanGA2012,9412,31.15009101,32251
GA,2013,Bryan,BryanGA2013,9412,31.15009101,33034
GA,2014,Bryan,BryanGA2014,9412,31.15009101,33664
GA,2015,Bryan,BryanGA2015,9412,31.15009101,34792
GA,2016,Bryan,BryanGA2016,9412,31.15009101,35839
GA,2017,Bryan,BryanGA2017,9412,31.15009101,36999
GA,2018,Bryan,BryanGA2018,9412,31.15009101,38059
GA,2019,Bryan,BryanGA2019,9412,31.15009101,39627
GA,2010,Columbia,ColumbiaGA2010,32698,26.36595278,124955
GA,2011,Columbia,ColumbiaGA2011,32698,26.36595278,128804
GA,2012,Columbia,ColumbiaGA2012,32698,26.36595278,132541
GA,2013,Columbia,ColumbiaGA2013,32698,26.36595278,136141
GA,2014,Columbia,ColumbiaGA2014,32698,26.36595278,139104
GA,2015,Columbia,ColumbiaGA2015,32698,26.36595278,143837
GA,2016,Columbia,ColumbiaGA2016,32698,26.36595278,147370
GA,2017,Columbia,ColumbiaGA2017,32698,26.36595278,151529
GA,2018,Columbia,ColumbiaGA2018,32698,26.36595278,154077
GA,2019,Columbia,ColumbiaGA2019,32698,26.36595278,156714
GA,2010,Effingham,EffinghamGA2010,12041,23.04277103,52464
GA,2011,Effingham,EffinghamGA2011,12041,23.04277103,52692
GA,2012,Effingham,EffinghamGA2012,12041,23.04277103,53330
GA,2013,Effingham,EffinghamGA2013,12041,23.04277103,54419
GA,2014,Effingham,EffinghamGA2014,12041,23.04277103,55410
GA,2015,Effingham,EffinghamGA2015,12041,23.04277103,57076
GA,2016,Effingham,EffinghamGA2016,12041,23.04277103,58699
GA,2017,Effingham,EffinghamGA2017,12041,23.04277103,60086
GA,2018,Effingham,EffinghamGA2018,12041,23.04277103,62228
GA,2019,Effingham,EffinghamGA2019,12041,23.04277103,64296
GA,2010,Oconee,OconeeGA2010,7449,22.68892206,32925
GA,2011,Oconee,OconeeGA2011,7449,22.68892206,33264
GA,2012,Oconee,OconeeGA2012,7449,22.68892206,33514
GA,2013,Oconee,OconeeGA2013,7449,22.68892206,34077
GA,2014,Oconee,OconeeGA2014,7449,22.68892206,35072
GA,2015,Oconee,OconeeGA2015,7449,22.68892206,35853
GA,2016,Oconee,OconeeGA2016,7449,22.68892206,36929
GA,2017,Oconee,OconeeGA2017,7449,22.68892206,38122
GA,2018,Oconee,OconeeGA2018,7449,22.68892206,39478
GA,2019,Oconee,OconeeGA2019,7449,22.68892206,40280
HI,2010,Hawaii,HawaiiHI2010,16437,8.881216365,185363
HI,2011,Hawaii,HawaiiHI2011,16437,8.881216365,187079
HI,2012,Hawaii,HawaiiHI2012,16437,8.881216365,189161
HI,2013,Hawaii,HawaiiHI2013,16437,8.881216365,191459
HI,2014,Hawaii,HawaiiHI2014,16437,8.881216365,193711
HI,2015,Hawaii,HawaiiHI2015,16437,8.881216365,195975
HI,2016,Hawaii,HawaiiHI2016,16437,8.881216365,198316
HI,2017,Hawaii,HawaiiHI2017,16437,8.881216365,199981
HI,2018,Hawaii,HawaiiHI2018,16437,8.881216365,201509
HI,2019,Hawaii,HawaiiHI2019,16437,8.881216365,201513
HI,2010,Maui,MauiHI2010,12577,8.122578145,155020
HI,2011,Maui,MauiHI2011,12577,8.122578145,156936
HI,2012,Maui,MauiHI2012,12577,8.122578145,158889
HI,2013,Maui,MauiHI2013,12577,8.122578145,161004
HI,2014,Maui,MauiHI2014,12577,8.122578145,163036
HI,2015,Maui,MauiHI2015,12577,8.122578145,163904
HI,2016,Maui,MauiHI2016,12577,8.122578145,165350
HI,2017,Maui,MauiHI2017,12577,8.122578145,166146
HI,2018,Maui,MauiHI2018,12577,8.122578145,166972
HI,2019,Maui,MauiHI2019,12577,8.122578145,167417
HI,2010,Kauai,KauaiHI2010,5198,7.747224085,67205
HI,2011,Kauai,KauaiHI2011,5198,7.747224085,67888
HI,2012,Kauai,KauaiHI2012,5198,7.747224085,68671
HI,2013,Kauai,KauaiHI2013,5198,7.747224085,69632
HI,2014,Kauai,KauaiHI2014,5198,7.747224085,70288
HI,2015,Kauai,KauaiHI2015,5198,7.747224085,71021
HI,2016,Kauai,KauaiHI2016,5198,7.747224085,71537
HI,2017,Kauai,KauaiHI2017,5198,7.747224085,71827
HI,2018,Kauai,KauaiHI2018,5198,7.747224085,72168
HI,2019,Kauai,KauaiHI2019,5198,7.747224085,72293
HI,2010,Honolulu,HonoluluHI2010,21357,2.240544017,956285
HI,2011,Honolulu,HonoluluHI2011,21357,2.240544017,967336
HI,2012,Honolulu,HonoluluHI2012,21357,2.240544017,977994
HI,2013,Honolulu,HonoluluHI2013,21357,2.240544017,986059
HI,2014,Honolulu,HonoluluHI2014,21357,2.240544017,987414
HI,2015,Honolulu,HonoluluHI2015,21357,2.240544017,991064
HI,2016,Honolulu,HonoluluHI2016,21357,2.240544017,992268
HI,2017,Honolulu,HonoluluHI2017,21357,2.240544017,986353
HI,2018,Honolulu,HonoluluHI2018,21357,2.240544017,979858
HI,2019,Honolulu,HonoluluHI2019,21357,2.240544017,974563
ID,2010,Ada,AdaID2010,89215,22.73735129,393354
ID,2011,Ada,AdaID2011,89215,22.73735129,401262
ID,2012,Ada,AdaID2012,89215,22.73735129,408862
ID,2013,Ada,AdaID2013,89215,22.73735129,415951
ID,2014,Ada,AdaID2014,89215,22.73735129,425471
ID,2015,Ada,AdaID2015,89215,22.73735129,432862
ID,2016,Ada,AdaID2016,89215,22.73735129,444486
ID,2017,Ada,AdaID2017,89215,22.73735129,456548
ID,2018,Ada,AdaID2018,89215,22.73735129,468764
ID,2019,Ada,AdaID2019,89215,22.73735129,481587
ID,2010,Canyon,CanyonID2010,40927,21.66343782,189347
ID,2011,Canyon,CanyonID2011,40927,21.66343782,191354
ID,2012,Canyon,CanyonID2012,40927,21.66343782,193734
ID,2013,Canyon,CanyonID2013,40927,21.66343782,198590
ID,2014,Canyon,CanyonID2014,40927,21.66343782,202440
ID,2015,Canyon,CanyonID2015,40927,21.66343782,206842
ID,2016,Canyon,CanyonID2016,40927,21.66343782,211381
ID,2017,Canyon,CanyonID2017,40927,21.66343782,216858
ID,2018,Canyon,CanyonID2018,40927,21.66343782,223236
ID,2019,Canyon,CanyonID2019,40927,21.66343782,229849
ID,2010,Kootenai,KootenaiID2010,27231,19.66619964,138848
ID,2011,Kootenai,KootenaiID2011,27231,19.66619964,140932
ID,2012,Kootenai,KootenaiID2012,27231,19.66619964,142084
ID,2013,Kootenai,KootenaiID2013,27231,19.66619964,143897
ID,2014,Kootenai,KootenaiID2014,27231,19.66619964,146529
ID,2015,Kootenai,KootenaiID2015,27231,19.66619964,149367
ID,2016,Kootenai,KootenaiID2016,27231,19.66619964,153019
ID,2017,Kootenai,KootenaiID2017,27231,19.66619964,157320
ID,2018,Kootenai,KootenaiID2018,27231,19.66619964,161209
ID,2019,Kootenai,KootenaiID2019,27231,19.66619964,165697
ID,2010,Teton,TetonID2010,1977,19.44909001,10151
ID,2011,Teton,TetonID2011,1977,19.44909001,10161
ID,2012,Teton,TetonID2012,1977,19.44909001,10125
ID,2013,Teton,TetonID2013,1977,19.44909001,10399
ID,2014,Teton,TetonID2014,1977,19.44909001,10436
ID,2015,Teton,TetonID2015,1977,19.44909001,10725
ID,2016,Teton,TetonID2016,1977,19.44909001,11165
ID,2017,Teton,TetonID2017,1977,19.44909001,11445
ID,2018,Teton,TetonID2018,1977,19.44909001,11651
ID,2019,Teton,TetonID2019,1977,19.44909001,12142
ID,2010,Valley,ValleyID2010,1538,15.60787497,9788
ID,2011,Valley,ValleyID2011,1538,15.60787497,9636
ID,2012,Valley,ValleyID2012,1538,15.60787497,9536
ID,2013,Valley,ValleyID2013,1538,15.60787497,9575
ID,2014,Valley,ValleyID2014,1538,15.60787497,9793
ID,2015,Valley,ValleyID2015,1538,15.60787497,10043
ID,2016,Valley,ValleyID2016,1538,15.60787497,10422
ID,2017,Valley,ValleyID2017,1538,15.60787497,10667
ID,2018,Valley,ValleyID2018,1538,15.60787497,11021
ID,2019,Valley,ValleyID2019,1538,15.60787497,11392
IL,2010,Kendall,KendallIL2010,14186,12.35671231,115373
IL,2011,Kendall,KendallIL2011,14186,12.35671231,116814
IL,2012,Kendall,KendallIL2012,14186,12.35671231,118246
IL,2013,Kendall,KendallIL2013,14186,12.35671231,119566
IL,2014,Kendall,KendallIL2014,14186,12.35671231,121374
IL,2015,Kendall,KendallIL2015,14186,12.35671231,122878
IL,2016,Kendall,KendallIL2016,14186,12.35671231,124535
IL,2017,Kendall,KendallIL2017,14186,12.35671231,126152
IL,2018,Kendall,KendallIL2018,14186,12.35671231,127717
IL,2019,Kendall,KendallIL2019,14186,12.35671231,128990
IL,2010,Monroe,MonroeIL2010,1688,5.123068985,32994
IL,2011,Monroe,MonroeIL2011,1688,5.123068985,33214
IL,2012,Monroe,MonroeIL2012,1688,5.123068985,33260
IL,2013,Monroe,MonroeIL2013,1688,5.123068985,33457
IL,2014,Monroe,MonroeIL2014,1688,5.123068985,33540
IL,2015,Monroe,MonroeIL2015,1688,5.123068985,33739
IL,2016,Monroe,MonroeIL2016,1688,5.123068985,33913
IL,2017,Monroe,MonroeIL2017,1688,5.123068985,34179
IL,2018,Monroe,MonroeIL2018,1688,5.123068985,34373
IL,2019,Monroe,MonroeIL2019,1688,5.123068985,34637
IL,2010,Champaign,ChampaignIL2010,8608,4.280861941,201546
IL,2011,Champaign,ChampaignIL2011,8608,4.280861941,203197
IL,2012,Champaign,ChampaignIL2012,8608,4.280861941,204630
IL,2013,Champaign,ChampaignIL2013,8608,4.280861941,206425
IL,2014,Champaign,ChampaignIL2014,8608,4.280861941,207942
IL,2015,Champaign,ChampaignIL2015,8608,4.280861941,209382
IL,2016,Champaign,ChampaignIL2016,8608,4.280861941,210198
IL,2017,Champaign,ChampaignIL2017,8608,4.280861941,210425
IL,2018,Champaign,ChampaignIL2018,8608,4.280861941,209918
IL,2019,Champaign,ChampaignIL2019,8608,4.280861941,209689
IL,2010,Kane,KaneIL2010,17081,3.314626583,516068
IL,2011,Kane,KaneIL2011,17081,3.314626583,519110
IL,2012,Kane,KaneIL2012,17081,3.314626583,520669
IL,2013,Kane,KaneIL2013,17081,3.314626583,522626
IL,2014,Kane,KaneIL2014,17081,3.314626583,525625
IL,2015,Kane,KaneIL2015,17081,3.314626583,528760
IL,2016,Kane,KaneIL2016,17081,3.314626583,530726
IL,2017,Kane,KaneIL2017,17081,3.314626583,532272
IL,2018,Kane,KaneIL2018,17081,3.314626583,532720
IL,2019,Kane,KaneIL2019,17081,3.314626583,532403
IL,2010,Grundy,GrundyIL2010,975,1.94692386,50154
IL,2011,Grundy,GrundyIL2011,975,1.94692386,50099
IL,2012,Grundy,GrundyIL2012,975,1.94692386,50160
IL,2013,Grundy,GrundyIL2013,975,1.94692386,50187
IL,2014,Grundy,GrundyIL2014,975,1.94692386,50287
IL,2015,Grundy,GrundyIL2015,975,1.94692386,50363
IL,2016,Grundy,GrundyIL2016,975,1.94692386,50317
IL,2017,Grundy,GrundyIL2017,975,1.94692386,50622
IL,2018,Grundy,GrundyIL2018,975,1.94692386,50973
IL,2019,Grundy,GrundyIL2019,975,1.94692386,51054
IN,2010,Hamilton,HamiltonIN2010,63454,23.1114122,276493
IN,2011,Hamilton,HamiltonIN2011,63454,23.1114122,283368
IN,2012,Hamilton,HamiltonIN2012,63454,23.1114122,289747
IN,2013,Hamilton,HamiltonIN2013,63454,23.1114122,296858
IN,2014,Hamilton,HamiltonIN2014,63454,23.1114122,302772
IN,2015,Hamilton,HamiltonIN2015,63454,23.1114122,308428
IN,2016,Hamilton,HamiltonIN2016,63454,23.1114122,315902
IN,2017,Hamilton,HamiltonIN2017,63454,23.1114122,322933
IN,2018,Hamilton,HamiltonIN2018,63454,23.1114122,330311
IN,2019,Hamilton,HamiltonIN2019,63454,23.1114122,338011
IN,2010,Boone,BooneIN2010,11202,19.7771932,56916
IN,2011,Boone,BooneIN2011,11202,19.7771932,57915
IN,2012,Boone,BooneIN2012,11202,19.7771932,59033
IN,2013,Boone,BooneIN2013,11202,19.7771932,60346
IN,2014,Boone,BooneIN2014,11202,19.7771932,61631
IN,2015,Boone,BooneIN2015,11202,19.7771932,63033
IN,2016,Boone,BooneIN2016,11202,19.7771932,64192
IN,2017,Boone,BooneIN2017,11202,19.7771932,65723
IN,2018,Boone,BooneIN2018,11202,19.7771932,66930
IN,2019,Boone,BooneIN2019,11202,19.7771932,67843
IN,2010,Hendricks,HendricksIN2010,24855,17.08764162,145954
IN,2011,Hendricks,HendricksIN2011,24855,17.08764162,148664
IN,2012,Hendricks,HendricksIN2012,24855,17.08764162,150735
IN,2013,Hendricks,HendricksIN2013,24855,17.08764162,153555
IN,2014,Hendricks,HendricksIN2014,24855,17.08764162,155845
IN,2015,Hendricks,HendricksIN2015,24855,17.08764162,157776
IN,2016,Hendricks,HendricksIN2016,24855,17.08764162,160376
IN,2017,Hendricks,HendricksIN2017,24855,17.08764162,163622
IN,2018,Hendricks,HendricksIN2018,24855,17.08764162,166908
IN,2019,Hendricks,HendricksIN2019,24855,17.08764162,170311
IN,2010,Tippecanoe,TippecanoeIN2010,22929,13.26886686,173104
IN,2011,Tippecanoe,TippecanoeIN2011,22929,13.26886686,175861
IN,2012,Tippecanoe,TippecanoeIN2012,22929,13.26886686,179124
IN,2013,Tippecanoe,TippecanoeIN2013,22929,13.26886686,181953
IN,2014,Tippecanoe,TippecanoeIN2014,22929,13.26886686,184433
IN,2015,Tippecanoe,TippecanoeIN2015,22929,13.26886686,186723
IN,2016,Tippecanoe,TippecanoeIN2016,22929,13.26886686,190292
IN,2017,Tippecanoe,TippecanoeIN2017,22929,13.26886686,191199
IN,2018,Tippecanoe,TippecanoeIN2018,22929,13.26886686,193817
IN,2019,Tippecanoe,TippecanoeIN2019,22929,13.26886686,195732
IN,2010,Johnson,JohnsonIN2010,18312,13.09356119,140269
IN,2011,Johnson,JohnsonIN2011,18312,13.09356119,141734
IN,2012,Johnson,JohnsonIN2012,18312,13.09356119,143475
IN,2013,Johnson,JohnsonIN2013,18312,13.09356119,145410
IN,2014,Johnson,JohnsonIN2014,18312,13.09356119,147085
IN,2015,Johnson,JohnsonIN2015,18312,13.09356119,148962
IN,2016,Johnson,JohnsonIN2016,18312,13.09356119,151540
IN,2017,Johnson,JohnsonIN2017,18312,13.09356119,153820
IN,2018,Johnson,JohnsonIN2018,18312,13.09356119,156093
IN,2019,Johnson,JohnsonIN2019,18312,13.09356119,158167
IA,2010,Dallas,DallasIA2010,27314,41.29787266,66750
IA,2011,Dallas,DallasIA2011,27314,41.29787266,69696
IA,2012,Dallas,DallasIA2012,27314,41.29787266,72235
IA,2013,Dallas,DallasIA2013,27314,41.29787266,74949
IA,2014,Dallas,DallasIA2014,27314,41.29787266,77739
IA,2015,Dallas,DallasIA2015,27314,41.29787266,80631
IA,2016,Dallas,DallasIA2016,27314,41.29787266,84248
IA,2017,Dallas,DallasIA2017,27314,41.29787266,87208
IA,2018,Dallas,DallasIA2018,27314,41.29787266,89953
IA,2019,Dallas,DallasIA2019,27314,41.29787266,93453
IA,2010,Johnson,JohnsonIA2010,20258,15.47806421,131337
IA,2011,Johnson,JohnsonIA2011,20258,15.47806421,134086
IA,2012,Johnson,JohnsonIA2012,20258,15.47806421,137103
IA,2013,Johnson,JohnsonIA2013,20258,15.47806421,140151
IA,2014,Johnson,JohnsonIA2014,20258,15.47806421,142730
IA,2015,Johnson,JohnsonIA2015,20258,15.47806421,144943
IA,2016,Johnson,JohnsonIA2016,20258,15.47806421,146928
IA,2017,Johnson,JohnsonIA2017,20258,15.47806421,149325
IA,2018,Johnson,JohnsonIA2018,20258,15.47806421,150549
IA,2019,Johnson,JohnsonIA2019,20258,15.47806421,151140
IA,2010,Polk,PolkIA2010,59530,13.82390028,432352
IA,2011,Polk,PolkIA2011,59530,13.82390028,438737
IA,2012,Polk,PolkIA2012,59530,13.82390028,444671
IA,2013,Polk,PolkIA2013,59530,13.82390028,452657
IA,2014,Polk,PolkIA2014,59530,13.82390028,460898
IA,2015,Polk,PolkIA2015,59530,13.82390028,467304
IA,2016,Polk,PolkIA2016,59530,13.82390028,474277
IA,2017,Polk,PolkIA2017,59530,13.82390028,480487
IA,2018,Polk,PolkIA2018,59530,13.82390028,485833
IA,2019,Polk,PolkIA2019,59530,13.82390028,490161
IA,2010,Warren,WarrenIA2010,5240,11.33561199,46340
IA,2011,Warren,WarrenIA2011,5240,11.33561199,46645
IA,2012,Warren,WarrenIA2012,5240,11.33561199,46895
IA,2013,Warren,WarrenIA2013,5240,11.33561199,47358
IA,2014,Warren,WarrenIA2014,5240,11.33561199,47827
IA,2015,Warren,WarrenIA2015,5240,11.33561199,48468
IA,2016,Warren,WarrenIA2016,5240,11.33561199,49356
IA,2017,Warren,WarrenIA2017,5240,11.33561199,50078
IA,2018,Warren,WarrenIA2018,5240,11.33561199,51014
IA,2019,Warren,WarrenIA2019,5240,11.33561199,51466
IA,2010,Jefferson,JeffersonIA2010,1455,8.640142518,16837
IA,2011,Jefferson,JeffersonIA2011,1455,8.640142518,17096
IA,2012,Jefferson,JeffersonIA2012,1455,8.640142518,17278
IA,2013,Jefferson,JeffersonIA2013,1455,8.640142518,17629
IA,2014,Jefferson,JeffersonIA2014,1455,8.640142518,17793
IA,2015,Jefferson,JeffersonIA2015,1455,8.640142518,17906
IA,2016,Jefferson,JeffersonIA2016,1455,8.640142518,18063
IA,2017,Jefferson,JeffersonIA2017,1455,8.640142518,18219
IA,2018,Jefferson,JeffersonIA2018,1455,8.640142518,18256
IA,2019,Jefferson,JeffersonIA2019,1455,8.640142518,18295
KS,2010,Pottawatomie,PottawatomieKS2010,2775,12.84246575,21727
KS,2011,Pottawatomie,PottawatomieKS2011,2775,12.84246575,22028
KS,2012,Pottawatomie,PottawatomieKS2012,2775,12.84246575,22331
KS,2013,Pottawatomie,PottawatomieKS2013,2775,12.84246575,22574
KS,2014,Pottawatomie,PottawatomieKS2014,2775,12.84246575,22740
KS,2015,Pottawatomie,PottawatomieKS2015,2775,12.84246575,23123
KS,2016,Pottawatomie,PottawatomieKS2016,2775,12.84246575,23605
KS,2017,Pottawatomie,PottawatomieKS2017,2775,12.84246575,23916
KS,2018,Pottawatomie,PottawatomieKS2018,2775,12.84246575,24209
KS,2019,Pottawatomie,PottawatomieKS2019,2775,12.84246575,24383
KS,2010,Johnson,JohnsonKS2010,58220,10.69864622,545655
KS,2011,Johnson,JohnsonKS2011,58220,10.69864622,552907
KS,2012,Johnson,JohnsonKS2012,58220,10.69864622,559428
KS,2013,Johnson,JohnsonKS2013,58220,10.69864622,566351
KS,2014,Johnson,JohnsonKS2014,58220,10.69864622,572940
KS,2015,Johnson,JohnsonKS2015,58220,10.69864622,579684
KS,2016,Johnson,JohnsonKS2016,58220,10.69864622,586015
KS,2017,Johnson,JohnsonKS2017,58220,10.69864622,591305
KS,2018,Johnson,JohnsonKS2018,58220,10.69864622,598127
KS,2019,Johnson,JohnsonKS2019,58220,10.69864622,602401
KS,2010,Douglas,DouglasKS2010,11433,10.3161713,111198
KS,2011,Douglas,DouglasKS2011,11433,10.3161713,112479
KS,2012,Douglas,DouglasKS2012,11433,10.3161713,113313
KS,2013,Douglas,DouglasKS2013,11433,10.3161713,114713
KS,2014,Douglas,DouglasKS2014,11433,10.3161713,116445
KS,2015,Douglas,DouglasKS2015,11433,10.3161713,118141
KS,2016,Douglas,DouglasKS2016,11433,10.3161713,119662
KS,2017,Douglas,DouglasKS2017,11433,10.3161713,120281
KS,2018,Douglas,DouglasKS2018,11433,10.3161713,121109
KS,2019,Douglas,DouglasKS2019,11433,10.3161713,122259
KS,2010,Leavenworth,LeavenworthKS2010,5538,7.265809499,76520
KS,2011,Leavenworth,LeavenworthKS2011,5538,7.265809499,77075
KS,2012,Leavenworth,LeavenworthKS2012,5538,7.265809499,77644
KS,2013,Leavenworth,LeavenworthKS2013,5538,7.265809499,78082
KS,2014,Leavenworth,LeavenworthKS2014,5538,7.265809499,78554
KS,2015,Leavenworth,LeavenworthKS2015,5538,7.265809499,79119
KS,2016,Leavenworth,LeavenworthKS2016,5538,7.265809499,80244
KS,2017,Leavenworth,LeavenworthKS2017,5538,7.265809499,81109
KS,2018,Leavenworth,LeavenworthKS2018,5538,7.265809499,81497
KS,2019,Leavenworth,LeavenworthKS2019,5538,7.265809499,81758
KS,2010,Wyandotte,WyandotteKS2010,7906,5.018949614,157633
KS,2011,Wyandotte,WyandotteKS2011,7906,5.018949614,158011
KS,2012,Wyandotte,WyandotteKS2012,7906,5.018949614,159379
KS,2013,Wyandotte,WyandotteKS2013,7906,5.018949614,160933
KS,2014,Wyandotte,WyandotteKS2014,7906,5.018949614,162246
KS,2015,Wyandotte,WyandotteKS2015,7906,5.018949614,163682
KS,2016,Wyandotte,WyandotteKS2016,7906,5.018949614,164785
KS,2017,Wyandotte,WyandotteKS2017,7906,5.018949614,165087
KS,2018,Wyandotte,WyandotteKS2018,7906,5.018949614,165321
KS,2019,Wyandotte,WyandotteKS2019,7906,5.018949614,165429
KY,2010,Scott,ScottKY2010,9908,21.03788007,47274
KY,2011,Scott,ScottKY2011,9908,21.03788007,47913
KY,2012,Scott,ScottKY2012,9908,21.03788007,48970
KY,2013,Scott,ScottKY2013,9908,21.03788007,50000
KY,2014,Scott,ScottKY2014,9908,21.03788007,51219
KY,2015,Scott,ScottKY2015,9908,21.03788007,52155
KY,2016,Scott,ScottKY2016,9908,21.03788007,53425
KY,2017,Scott,ScottKY2017,9908,21.03788007,54782
KY,2018,Scott,ScottKY2018,9908,21.03788007,55968
KY,2019,Scott,ScottKY2019,9908,21.03788007,57004
KY,2010,Shelby,ShelbyKY2010,7053,16.80446022,42189
KY,2011,Shelby,ShelbyKY2011,7053,16.80446022,42848
KY,2012,Shelby,ShelbyKY2012,7053,16.80446022,43656
KY,2013,Shelby,ShelbyKY2013,7053,16.80446022,44460
KY,2014,Shelby,ShelbyKY2014,7053,16.80446022,45089
KY,2015,Shelby,ShelbyKY2015,7053,16.80446022,45787
KY,2016,Shelby,ShelbyKY2016,7053,16.80446022,46548
KY,2017,Shelby,ShelbyKY2017,7053,16.80446022,47209
KY,2018,Shelby,ShelbyKY2018,7053,16.80446022,48059
KY,2019,Shelby,ShelbyKY2019,7053,16.80446022,49024
KY,2010,Warren,WarrenKY2010,19115,16.79981719,114341
KY,2011,Warren,WarrenKY2011,19115,16.79981719,115862
KY,2012,Warren,WarrenKY2012,19115,16.79981719,117389
KY,2013,Warren,WarrenKY2013,19115,16.79981719,119575
KY,2014,Warren,WarrenKY2014,19115,16.79981719,121394
KY,2015,Warren,WarrenKY2015,19115,16.79981719,124122
KY,2016,Warren,WarrenKY2016,19115,16.79981719,126419
KY,2017,Warren,WarrenKY2017,19115,16.79981719,129074
