State,County,CountyID,Population Change Abs,Pop Change (%),Attribute,Value
LA,Orleans,OrleansLA,46316,13.47068883,2016,391843
LA,Orleans,OrleansLA,46316,13.47068883,2017,391493
LA,Orleans,OrleansLA,46316,13.47068883,2018,391004
LA,Orleans,OrleansLA,46316,13.47068883,2019,390144
LA,StTammany,StTammanyLA,26663,11.40633823,2010,234544
LA,StTammany,StTammanyLA,26663,11.40633823,2011,236846
LA,StTammany,StTammanyLA,26663,11.40633823,2012,239064
LA,StTammany,StTammanyLA,26663,11.40633823,2013,241953
LA,StTammany,StTammanyLA,26663,11.40633823,2014,245237
LA,StTammany,StTammanyLA,26663,11.40633823,2015,248930
LA,StTammany,StTammanyLA,26663,11.40633823,2016,252468
LA,StTammany,StTammanyLA,26663,11.40633823,2017,255921
LA,StTammany,StTammanyLA,26663,11.40633823,2018,258035
LA,StTammany,StTammanyLA,26663,11.40633823,2019,260419
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2010,121485
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2011,122700
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2012,123646
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2013,125520
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2014,127010
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2015,128716
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2016,130619
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2017,132353
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2018,133837
LA,Tangipahoa,TangipahoaLA,13649,11.27001296,2019,134758
ME,York,YorkME,10510,5.331480082,2010,197209
ME,York,YorkME,10510,5.331480082,2011,198240
ME,York,YorkME,10510,5.331480082,2012,198872
ME,York,YorkME,10510,5.331480082,2013,199429
ME,York,YorkME,10510,5.331480082,2014,200827
ME,York,YorkME,10510,5.331480082,2015,201223
ME,York,YorkME,10510,5.331480082,2016,202565
ME,York,YorkME,10510,5.331480082,2017,204282
ME,York,YorkME,10510,5.331480082,2018,205869
ME,York,YorkME,10510,5.331480082,2019,207641
ME,Cumberland,CumberlandME,13313,4.726117363,2010,281474
ME,Cumberland,CumberlandME,13313,4.726117363,2011,282709
ME,Cumberland,CumberlandME,13313,4.726117363,2012,283645
ME,Cumberland,CumberlandME,13313,4.726117363,2013,285537
ME,Cumberland,CumberlandME,13313,4.726117363,2014,288086
ME,Cumberland,CumberlandME,13313,4.726117363,2015,289488
ME,Cumberland,CumberlandME,13313,4.726117363,2016,291191
ME,Cumberland,CumberlandME,13313,4.726117363,2017,292181
ME,Cumberland,CumberlandME,13313,4.726117363,2018,293673
ME,Cumberland,CumberlandME,13313,4.726117363,2019,295003
ME,Waldo,WaldoME,928,2.392554206,2010,38818
ME,Waldo,WaldoME,928,2.392554206,2011,38857
ME,Waldo,WaldoME,928,2.392554206,2012,38928
ME,Waldo,WaldoME,928,2.392554206,2013,39025
ME,Waldo,WaldoME,928,2.392554206,2014,39035
ME,Waldo,WaldoME,928,2.392554206,2015,39120
ME,Waldo,WaldoME,928,2.392554206,2016,39429
ME,Waldo,WaldoME,928,2.392554206,2017,39772
ME,Waldo,WaldoME,928,2.392554206,2018,39657
ME,Waldo,WaldoME,928,2.392554206,2019,39715
ME,Sagadahoc,SagadahocME,569,1.612491853,2010,35228
ME,Sagadahoc,SagadahocME,569,1.612491853,2011,35121
ME,Sagadahoc,SagadahocME,569,1.612491853,2012,35115
ME,Sagadahoc,SagadahocME,569,1.612491853,2013,35021
ME,Sagadahoc,SagadahocME,569,1.612491853,2014,35076
ME,Sagadahoc,SagadahocME,569,1.612491853,2015,35120
ME,Sagadahoc,SagadahocME,569,1.612491853,2016,35156
ME,Sagadahoc,SagadahocME,569,1.612491853,2017,35436
ME,Sagadahoc,SagadahocME,569,1.612491853,2018,35690
ME,Sagadahoc,SagadahocME,569,1.612491853,2019,35856
ME,Hancock,HancockME,579,1.064181738,2010,54350
ME,Hancock,HancockME,579,1.064181738,2011,54525
ME,Hancock,HancockME,579,1.064181738,2012,54478
ME,Hancock,HancockME,579,1.064181738,2013,54566
ME,Hancock,HancockME,579,1.064181738,2014,54477
ME,Hancock,HancockME,579,1.064181738,2015,54237
ME,Hancock,HancockME,579,1.064181738,2016,54509
ME,Hancock,HancockME,579,1.064181738,2017,54539
ME,Hancock,HancockME,579,1.064181738,2018,54734
ME,Hancock,HancockME,579,1.064181738,2019,54987
MD,Howard,HowardMD,38567,13.43222243,2010,288627
MD,Howard,HowardMD,38567,13.43222243,2011,293583
MD,Howard,HowardMD,38567,13.43222243,2012,299184
MD,Howard,HowardMD,38567,13.43222243,2013,303527
MD,Howard,HowardMD,38567,13.43222243,2014,306909
MD,Howard,HowardMD,38567,13.43222243,2015,311297
MD,Howard,HowardMD,38567,13.43222243,2016,315416
MD,Howard,HowardMD,38567,13.43222243,2017,319251
MD,Howard,HowardMD,38567,13.43222243,2018,322621
MD,Howard,HowardMD,38567,13.43222243,2019,325690
MD,Charles,CharlesMD,16693,11.3895636,2010,147159
MD,Charles,CharlesMD,16693,11.3895636,2011,149200
MD,Charles,CharlesMD,16693,11.3895636,2012,150668
MD,Charles,CharlesMD,16693,11.3895636,2013,152645
MD,Charles,CharlesMD,16693,11.3895636,2014,154359
MD,Charles,CharlesMD,16693,11.3895636,2015,155665
MD,Charles,CharlesMD,16693,11.3895636,2016,157292
MD,Charles,CharlesMD,16693,11.3895636,2017,159450
MD,Charles,CharlesMD,16693,11.3895636,2018,161476
MD,Charles,CharlesMD,16693,11.3895636,2019,163257
MD,Frederick,FrederickMD,26144,11.20122706,2010,234218
MD,Frederick,FrederickMD,26144,11.20122706,2011,237284
MD,Frederick,FrederickMD,26144,11.20122706,2012,239645
MD,Frederick,FrederickMD,26144,11.20122706,2013,241129
MD,Frederick,FrederickMD,26144,11.20122706,2014,243381
MD,Frederick,FrederickMD,26144,11.20122706,2015,245001
MD,Frederick,FrederickMD,26144,11.20122706,2016,246999
MD,Frederick,FrederickMD,26144,11.20122706,2017,250622
MD,Frederick,FrederickMD,26144,11.20122706,2018,254943
MD,Frederick,FrederickMD,26144,11.20122706,2019,259547
MD,Montgomery,MontgomeryMD,79404,8.175157832,2010,975602
MD,Montgomery,MontgomeryMD,79404,8.175157832,2011,991185
MD,Montgomery,MontgomeryMD,79404,8.175157832,2012,1005079
MD,Montgomery,MontgomeryMD,79404,8.175157832,2013,1015172
MD,Montgomery,MontgomeryMD,79404,8.175157832,2014,1024617
MD,Montgomery,MontgomeryMD,79404,8.175157832,2015,1032814
MD,Montgomery,MontgomeryMD,79404,8.175157832,2016,1038846
MD,Montgomery,MontgomeryMD,79404,8.175157832,2017,1046822
MD,Montgomery,MontgomeryMD,79404,8.175157832,2018,1048478
MD,Montgomery,MontgomeryMD,79404,8.175157832,2019,1050688
MD,StMarys,StMarysMD,8366,7.956706992,2010,105761
MD,StMarys,StMarysMD,8366,7.956706992,2011,107566
MD,StMarys,StMarysMD,8366,7.956706992,2012,108800
MD,StMarys,StMarysMD,8366,7.956706992,2013,109224
MD,StMarys,StMarysMD,8366,7.956706992,2014,109913
MD,StMarys,StMarysMD,8366,7.956706992,2015,110985
MD,StMarys,StMarysMD,8366,7.956706992,2016,111750
MD,StMarys,StMarysMD,8366,7.956706992,2017,112487
MD,StMarys,StMarysMD,8366,7.956706992,2018,112720
MD,StMarys,StMarysMD,8366,7.956706992,2019,113510
MA,Nantucket,NantucketMA,1227,12.06252458,2010,10168
MA,Nantucket,NantucketMA,1227,12.06252458,2011,10133
MA,Nantucket,NantucketMA,1227,12.06252458,2012,10313
MA,Nantucket,NantucketMA,1227,12.06252458,2013,10569
MA,Nantucket,NantucketMA,1227,12.06252458,2014,10839
MA,Nantucket,NantucketMA,1227,12.06252458,2015,10940
MA,Nantucket,NantucketMA,1227,12.06252458,2016,11100
MA,Nantucket,NantucketMA,1227,12.06252458,2017,11205
MA,Nantucket,NantucketMA,1227,12.06252458,2018,11198
MA,Nantucket,NantucketMA,1227,12.06252458,2019,11399
MA,Suffolk,SuffolkMA,81724,11.31624533,2010,725772
MA,Suffolk,SuffolkMA,81724,11.31624533,2011,737141
MA,Suffolk,SuffolkMA,81724,11.31624533,2012,751103
MA,Suffolk,SuffolkMA,81724,11.31624533,2013,762488
MA,Suffolk,SuffolkMA,81724,11.31624533,2014,773630
MA,Suffolk,SuffolkMA,81724,11.31624533,2015,782591
MA,Suffolk,SuffolkMA,81724,11.31624533,2016,792576
MA,Suffolk,SuffolkMA,81724,11.31624533,2017,800806
MA,Suffolk,SuffolkMA,81724,11.31624533,2018,803147
MA,Suffolk,SuffolkMA,81724,11.31624533,2019,803907
MA,Middlesex,MiddlesexMA,108566,7.22264763,2010,1507681
MA,Middlesex,MiddlesexMA,108566,7.22264763,2011,1524848
MA,Middlesex,MiddlesexMA,108566,7.22264763,2012,1542867
MA,Middlesex,MiddlesexMA,108566,7.22264763,2013,1560204
MA,Middlesex,MiddlesexMA,108566,7.22264763,2014,1574993
MA,Middlesex,MiddlesexMA,108566,7.22264763,2015,1585432
MA,Middlesex,MiddlesexMA,108566,7.22264763,2016,1594664
MA,Middlesex,MiddlesexMA,108566,7.22264763,2017,1603943
MA,Middlesex,MiddlesexMA,108566,7.22264763,2018,1608470
MA,Middlesex,MiddlesexMA,108566,7.22264763,2019,1611699
MA,Essex,EssexMA,45952,6.183974312,2010,745461
MA,Essex,EssexMA,45952,6.183974312,2011,751507
MA,Essex,EssexMA,45952,6.183974312,2012,757338
MA,Essex,EssexMA,45952,6.183974312,2013,764563
MA,Essex,EssexMA,45952,6.183974312,2014,771653
MA,Essex,EssexMA,45952,6.183974312,2015,776865
MA,Essex,EssexMA,45952,6.183974312,2016,779847
MA,Essex,EssexMA,45952,6.183974312,2017,784453
MA,Essex,EssexMA,45952,6.183974312,2018,788183
MA,Essex,EssexMA,45952,6.183974312,2019,789034
MA,Norfolk,NorfolkMA,35865,5.345724464,2010,673019
MA,Norfolk,NorfolkMA,35865,5.345724464,2011,677782
MA,Norfolk,NorfolkMA,35865,5.345724464,2012,682865
MA,Norfolk,NorfolkMA,35865,5.345724464,2013,688345
MA,Norfolk,NorfolkMA,35865,5.345724464,2014,692239
MA,Norfolk,NorfolkMA,35865,5.345724464,2015,694502
MA,Norfolk,NorfolkMA,35865,5.345724464,2016,697079
MA,Norfolk,NorfolkMA,35865,5.345724464,2017,700599
MA,Norfolk,NorfolkMA,35865,5.345724464,2018,703230
MA,Norfolk,NorfolkMA,35865,5.345724464,2019,706775
MI,Ottawa,OttawaMI,28035,10.62757065,2010,264130
MI,Ottawa,OttawaMI,28035,10.62757065,2011,266929
MI,Ottawa,OttawaMI,28035,10.62757065,2012,270873
MI,Ottawa,OttawaMI,28035,10.62757065,2013,274385
MI,Ottawa,OttawaMI,28035,10.62757065,2014,277864
MI,Ottawa,OttawaMI,28035,10.62757065,2015,280859
MI,Ottawa,OttawaMI,28035,10.62757065,2016,283712
MI,Ottawa,OttawaMI,28035,10.62757065,2017,286581
MI,Ottawa,OttawaMI,28035,10.62757065,2018,289808
MI,Ottawa,OttawaMI,28035,10.62757065,2019,291830
MI,Kent,KentMI,54330,9.015556938,2010,602975
MI,Kent,KentMI,54330,9.015556938,2011,608501
MI,Kent,KentMI,54330,9.015556938,2012,615798
MI,Kent,KentMI,54330,9.015556938,2013,624303
MI,Kent,KentMI,54330,9.015556938,2014,631334
MI,Kent,KentMI,54330,9.015556938,2015,637164
MI,Kent,KentMI,54330,9.015556938,2016,643858
MI,Kent,KentMI,54330,9.015556938,2017,649278
MI,Kent,KentMI,54330,9.015556938,2018,653350
MI,Kent,KentMI,54330,9.015556938,2019,656955
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2010,86971
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2011,88341
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2012,89203
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2013,90099
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2014,90849
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2015,91541
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2016,91957
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2017,91791
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2018,92530
MI,GrandTraverse,GrandTraverseMI,6105,7.018612832,2019,93088
MI,Washtenaw,WashtenawMI,22438,6.500696772,2010,345717
MI,Washtenaw,WashtenawMI,22438,6.500696772,2011,349753
MI,Washtenaw,WashtenawMI,22438,6.500696772,2012,352303
MI,Washtenaw,WashtenawMI,22438,6.500696772,2013,356040
MI,Washtenaw,WashtenawMI,22438,6.500696772,2014,360021
MI,Washtenaw,WashtenawMI,22438,6.500696772,2015,362975
MI,Washtenaw,WashtenawMI,22438,6.500696772,2016,366135
MI,Washtenaw,WashtenawMI,22438,6.500696772,2017,368807
MI,Washtenaw,WashtenawMI,22438,6.500696772,2018,369483
MI,Washtenaw,WashtenawMI,22438,6.500696772,2019,367601
MI,Livingston,LivingstonMI,11031,6.09568754,2010,181069
MI,Livingston,LivingstonMI,11031,6.09568754,2011,182043
MI,Livingston,LivingstonMI,11031,6.09568754,2012,182783
MI,Livingston,LivingstonMI,11031,6.09568754,2013,184205
MI,Livingston,LivingstonMI,11031,6.09568754,2014,185527
MI,Livingston,LivingstonMI,11031,6.09568754,2015,187171
MI,Livingston,LivingstonMI,11031,6.09568754,2016,188547
MI,Livingston,LivingstonMI,11031,6.09568754,2017,189869
MI,Livingston,LivingstonMI,11031,6.09568754,2018,191190
MI,Livingston,LivingstonMI,11031,6.09568754,2019,191995
MN,Carver,CarverMN,14003,15.3733834,2010,91401
MN,Carver,CarverMN,14003,15.3733834,2011,92817
MN,Carver,CarverMN,14003,15.3733834,2012,93863
MN,Carver,CarverMN,14003,15.3733834,2013,95610
MN,Carver,CarverMN,14003,15.3733834,2014,97356
MN,Carver,CarverMN,14003,15.3733834,2015,98630
MN,Carver,CarverMN,14003,15.3733834,2016,100374
MN,Carver,CarverMN,14003,15.3733834,2017,102118
MN,Carver,CarverMN,14003,15.3733834,2018,103533
MN,Carver,CarverMN,14003,15.3733834,2019,105089
MN,Scott,ScottMN,19105,14.70656157,2010,130506
MN,Scott,ScottMN,19105,14.70656157,2011,132565
MN,Scott,ScottMN,19105,14.70656157,2012,135114
MN,Scott,ScottMN,19105,14.70656157,2013,137244
MN,Scott,ScottMN,19105,14.70656157,2014,139161
MN,Scott,ScottMN,19105,14.70656157,2015,141329
MN,Scott,ScottMN,19105,14.70656157,2016,143309
MN,Scott,ScottMN,19105,14.70656157,2017,145535
MN,Scott,ScottMN,19105,14.70656157,2018,147191
MN,Scott,ScottMN,19105,14.70656157,2019,149013
MN,Wright,WrightMN,13680,10.97059272,2010,125093
MN,Wright,WrightMN,13680,10.97059272,2011,126229
MN,Wright,WrightMN,13680,10.97059272,2012,127249
MN,Wright,WrightMN,13680,10.97059272,2013,128199
MN,Wright,WrightMN,13680,10.97059272,2014,129798
MN,Wright,WrightMN,13680,10.97059272,2015,130973
MN,Wright,WrightMN,13680,10.97059272,2016,132324
MN,Wright,WrightMN,13680,10.97059272,2017,134205
MN,Wright,WrightMN,13680,10.97059272,2018,136313
MN,Wright,WrightMN,13680,10.97059272,2019,138377
MN,Washington,WashingtonMN,24331,10.21842937,2010,238930
MN,Washington,WashingtonMN,24331,10.21842937,2011,241410
MN,Washington,WashingtonMN,24331,10.21842937,2012,243682
MN,Washington,WashingtonMN,24331,10.21842937,2013,245946
MN,Washington,WashingtonMN,24331,10.21842937,2014,248501
MN,Washington,WashingtonMN,24331,10.21842937,2015,250386
MN,Washington,WashingtonMN,24331,10.21842937,2016,252502
MN,Washington,WashingtonMN,24331,10.21842937,2017,255464
MN,Washington,WashingtonMN,24331,10.21842937,2018,258899
MN,Washington,WashingtonMN,24331,10.21842937,2019,262440
MN,Sherburne,SherburneMN,8746,9.883379289,2010,88798
MN,Sherburne,SherburneMN,8746,9.883379289,2011,89268
MN,Sherburne,SherburneMN,8746,9.883379289,2012,89461
MN,Sherburne,SherburneMN,8746,9.883379289,2013,90069
MN,Sherburne,SherburneMN,8746,9.883379289,2014,90889
MN,Sherburne,SherburneMN,8746,9.883379289,2015,91415
MN,Sherburne,SherburneMN,8746,9.883379289,2016,93228
MN,Sherburne,SherburneMN,8746,9.883379289,2017,94476
MN,Sherburne,SherburneMN,8746,9.883379289,2018,95957
MN,Sherburne,SherburneMN,8746,9.883379289,2019,97238
MS,DeSoto,DeSotoMS,23678,14.68248309,2010,161778
MS,DeSoto,DeSotoMS,23678,14.68248309,2011,164075
MS,DeSoto,DeSotoMS,23678,14.68248309,2012,166426
MS,DeSoto,DeSotoMS,23678,14.68248309,2013,168370
MS,DeSoto,DeSotoMS,23678,14.68248309,2014,170760
MS,DeSoto,DeSotoMS,23678,14.68248309,2015,173271
MS,DeSoto,DeSotoMS,23678,14.68248309,2016,175721
MS,DeSoto,DeSotoMS,23678,14.68248309,2017,179005
MS,DeSoto,DeSotoMS,23678,14.68248309,2018,181932
MS,DeSoto,DeSotoMS,23678,14.68248309,2019,184945
MS,Lafayette,LafayetteMS,6658,14.05798019,2010,47568
MS,Lafayette,LafayetteMS,6658,14.05798019,2011,48403
MS,Lafayette,LafayetteMS,6658,14.05798019,2012,50221
MS,Lafayette,LafayetteMS,6658,14.05798019,2013,51565
MS,Lafayette,LafayetteMS,6658,14.05798019,2014,52032
MS,Lafayette,LafayetteMS,6658,14.05798019,2015,52736
MS,Lafayette,LafayetteMS,6658,14.05798019,2016,53476
MS,Lafayette,LafayetteMS,6658,14.05798019,2017,54178
MS,Lafayette,LafayetteMS,6658,14.05798019,2018,53542
MS,Lafayette,LafayetteMS,6658,14.05798019,2019,54019
MS,Lamar,LamarMS,7611,13.65642719,2010,56104
MS,Lamar,LamarMS,7611,13.65642719,2011,57375
MS,Lamar,LamarMS,7611,13.65642719,2012,58143
MS,Lamar,LamarMS,7611,13.65642719,2013,59170
MS,Lamar,LamarMS,7611,13.65642719,2014,60153
MS,Lamar,LamarMS,7611,13.65642719,2015,60966
MS,Lamar,LamarMS,7611,13.65642719,2016,61364
MS,Lamar,LamarMS,7611,13.65642719,2017,61536
MS,Lamar,LamarMS,7611,13.65642719,2018,62637
MS,Lamar,LamarMS,7611,13.65642719,2019,63343
MS,Madison,MadisonMS,11069,11.62673445,2010,95538
MS,Madison,MadisonMS,11069,11.62673445,2011,96956
MS,Madison,MadisonMS,11069,11.62673445,2012,98059
MS,Madison,MadisonMS,11069,11.62673445,2013,99485
MS,Madison,MadisonMS,11069,11.62673445,2014,100841
MS,Madison,MadisonMS,11069,11.62673445,2015,102453
MS,Madison,MadisonMS,11069,11.62673445,2016,103852
MS,Madison,MadisonMS,11069,11.62673445,2017,104584
MS,Madison,MadisonMS,11069,11.62673445,2018,105648
MS,Madison,MadisonMS,11069,11.62673445,2019,106272
MS,Harrison,HarrisonMS,20971,11.20790555,2010,187859
MS,Harrison,HarrisonMS,20971,11.20790555,2011,191070
MS,Harrison,HarrisonMS,20971,11.20790555,2012,193540
MS,Harrison,HarrisonMS,20971,11.20790555,2013,196134
MS,Harrison,HarrisonMS,20971,11.20790555,2014,198340
MS,Harrison,HarrisonMS,20971,11.20790555,2015,200674
MS,Harrison,HarrisonMS,20971,11.20790555,2016,202504
MS,Harrison,HarrisonMS,20971,11.20790555,2017,204966
MS,Harrison,HarrisonMS,20971,11.20790555,2018,206284
MS,Harrison,HarrisonMS,20971,11.20790555,2019,208080
MO,Platte,PlatteMO,15089,16.89149101,2010,89702
MO,Platte,PlatteMO,15089,16.89149101,2011,90880
MO,Platte,PlatteMO,15089,16.89149101,2012,92151
MO,Platte,PlatteMO,15089,16.89149101,2013,93367
MO,Platte,PlatteMO,15089,16.89149101,2014,94859
MO,Platte,PlatteMO,15089,16.89149101,2015,96445
MO,Platte,PlatteMO,15089,16.89149101,2016,98641
MO,Platte,PlatteMO,15089,16.89149101,2017,101141
MO,Platte,PlatteMO,15089,16.89149101,2018,102764
MO,Platte,PlatteMO,15089,16.89149101,2019,104418
MO,Christian,ChristianMO,11181,14.44312398,2010,77841
MO,Christian,ChristianMO,11181,14.44312398,2011,78649
MO,Christian,ChristianMO,11181,14.44312398,2012,79658
MO,Christian,ChristianMO,11181,14.44312398,2013,80621
MO,Christian,ChristianMO,11181,14.44312398,2014,81820
MO,Christian,ChristianMO,11181,14.44312398,2015,83077
MO,Christian,ChristianMO,11181,14.44312398,2016,84184
MO,Christian,ChristianMO,11181,14.44312398,2017,85392
MO,Christian,ChristianMO,11181,14.44312398,2018,87044
MO,Christian,ChristianMO,11181,14.44312398,2019,88595
MO,Clay,ClayMO,28042,12.63688228,2010,222650
MO,Clay,ClayMO,28042,12.63688228,2011,225243
MO,Clay,ClayMO,28042,12.63688228,2012,227579
MO,Clay,ClayMO,28042,12.63688228,2013,230306
MO,Clay,ClayMO,28042,12.63688228,2014,233008
MO,Clay,ClayMO,28042,12.63688228,2015,235161
MO,Clay,ClayMO,28042,12.63688228,2016,238583
MO,Clay,ClayMO,28042,12.63688228,2017,242527
MO,Clay,ClayMO,28042,12.63688228,2018,246360
MO,Clay,ClayMO,28042,12.63688228,2019,249948
MO,Lincoln,LincolnMO,6477,12.3286889,2010,52674
MO,Lincoln,LincolnMO,6477,12.3286889,2011,53051
MO,Lincoln,LincolnMO,6477,12.3286889,2012,53265
MO,Lincoln,LincolnMO,6477,12.3286889,2013,53785
MO,Lincoln,LincolnMO,6477,12.3286889,2014,54170
MO,Lincoln,LincolnMO,6477,12.3286889,2015,54567
MO,Lincoln,LincolnMO,6477,12.3286889,2016,55146
MO,Lincoln,LincolnMO,6477,12.3286889,2017,56045
MO,Lincoln,LincolnMO,6477,12.3286889,2018,57613
MO,Lincoln,LincolnMO,6477,12.3286889,2019,59013
MO,StLouis,StLouisMO,41527,11.51943855,2010,361803
MO,StLouis,StLouisMO,41527,11.51943855,2011,365582
MO,StLouis,StLouisMO,41527,11.51943855,2012,369111
MO,StLouis,StLouisMO,41527,11.51943855,2013,374288
MO,StLouis,StLouisMO,41527,11.51943855,2014,379844
MO,StLouis,StLouisMO,41527,11.51943855,2015,384978
MO,StLouis,StLouisMO,41527,11.51943855,2016,390541
MO,StLouis,StLouisMO,41527,11.51943855,2017,395130
MO,StLouis,StLouisMO,41527,11.51943855,2018,398780
MO,StLouis,StLouisMO,41527,11.51943855,2019,402022
MT,Gallatin,GallatinMT,24919,27.83779255,2010,89654
MT,Gallatin,GallatinMT,24919,27.83779255,2011,91375
MT,Gallatin,GallatinMT,24919,27.83779255,2012,92570
MT,Gallatin,GallatinMT,24919,27.83779255,2013,94798
MT,Gallatin,GallatinMT,24919,27.83779255,2014,97508
MT,Gallatin,GallatinMT,24919,27.83779255,2015,100882
MT,Gallatin,GallatinMT,24919,27.83779255,2016,104739
MT,Gallatin,GallatinMT,24919,27.83779255,2017,108576
MT,Gallatin,GallatinMT,24919,27.83779255,2018,111682
MT,Gallatin,GallatinMT,24919,27.83779255,2019,114434
MT,Flathead,FlatheadMT,12879,14.16410967,2010,90864
MT,Flathead,FlatheadMT,12879,14.16410967,2011,91270
MT,Flathead,FlatheadMT,12879,14.16410967,2012,91597
MT,Flathead,FlatheadMT,12879,14.16410967,2013,92935
MT,Flathead,FlatheadMT,12879,14.16410967,2014,94567
MT,Flathead,FlatheadMT,12879,14.16410967,2015,95839
MT,Flathead,FlatheadMT,12879,14.16410967,2016,97742
MT,Flathead,FlatheadMT,12879,14.16410967,2017,100091
MT,Flathead,FlatheadMT,12879,14.16410967,2018,102017
MT,Flathead,FlatheadMT,12879,14.16410967,2019,103806
MT,Madison,MadisonMT,909,11.81900923,2010,7696
MT,Madison,MadisonMT,909,11.81900923,2011,7644
MT,Madison,MadisonMT,909,11.81900923,2012,7663
MT,Madison,MadisonMT,909,11.81900923,2013,7674
MT,Madison,MadisonMT,909,11.81900923,2014,7828
MT,Madison,MadisonMT,909,11.81900923,2015,8026
MT,Madison,MadisonMT,909,11.81900923,2016,8062
MT,Madison,MadisonMT,909,11.81900923,2017,8291
MT,Madison,MadisonMT,909,11.81900923,2018,8530
MT,Madison,MadisonMT,909,11.81900923,2019,8600
MT,Broadwater,BroadwaterMT,629,11.21611983,2010,5633
MT,Broadwater,BroadwaterMT,629,11.21611983,2011,5726
MT,Broadwater,BroadwaterMT,629,11.21611983,2012,5759
MT,Broadwater,BroadwaterMT,629,11.21611983,2013,5676
MT,Broadwater,BroadwaterMT,629,11.21611983,2014,5653
MT,Broadwater,BroadwaterMT,629,11.21611983,2015,5714
MT,Broadwater,BroadwaterMT,629,11.21611983,2016,5785
MT,Broadwater,BroadwaterMT,629,11.21611983,2017,5917
MT,Broadwater,BroadwaterMT,629,11.21611983,2018,6072
MT,Broadwater,BroadwaterMT,629,11.21611983,2019,6237
MT,Richland,RichlandMT,1057,10.84547507,2010,9759
MT,Richland,RichlandMT,1057,10.84547507,2011,10144
MT,Richland,RichlandMT,1057,10.84547507,2012,10780
MT,Richland,RichlandMT,1057,10.84547507,2013,11154
MT,Richland,RichlandMT,1057,10.84547507,2014,11531
MT,Richland,RichlandMT,1057,10.84547507,2015,11902
MT,Richland,RichlandMT,1057,10.84547507,2016,11408
MT,Richland,RichlandMT,1057,10.84547507,2017,11027
MT,Richland,RichlandMT,1057,10.84547507,2018,10855
MT,Richland,RichlandMT,1057,10.84547507,2019,10803
NE,Sarpy,SarpyNE,28361,17.85563635,2010,159720
NE,Sarpy,SarpyNE,28361,17.85563635,2011,162568
NE,Sarpy,SarpyNE,28361,17.85563635,2012,165664
NE,Sarpy,SarpyNE,28361,17.85563635,2013,168990
NE,Sarpy,SarpyNE,28361,17.85563635,2014,171853
NE,Sarpy,SarpyNE,28361,17.85563635,2015,175173
NE,Sarpy,SarpyNE,28361,17.85563635,2016,178355
NE,Sarpy,SarpyNE,28361,17.85563635,2017,181376
NE,Sarpy,SarpyNE,28361,17.85563635,2018,184062
NE,Sarpy,SarpyNE,28361,17.85563635,2019,187196
NE,Lancaster,LancasterNE,33683,11.80174277,2010,286162
NE,Lancaster,LancasterNE,33683,11.80174277,2011,289914
NE,Lancaster,LancasterNE,33683,11.80174277,2012,293431
NE,Lancaster,LancasterNE,33683,11.80174277,2013,297109
NE,Lancaster,LancasterNE,33683,11.80174277,2014,302622
NE,Lancaster,LancasterNE,33683,11.80174277,2015,306096
NE,Lancaster,LancasterNE,33683,11.80174277,2016,310306
NE,Lancaster,LancasterNE,33683,11.80174277,2017,313772
NE,Lancaster,LancasterNE,33683,11.80174277,2018,316527
NE,Lancaster,LancasterNE,33683,11.80174277,2019,319090
NE,Douglas,DouglasNE,54211,10.48333449,2010,518574
NE,Douglas,DouglasNE,54211,10.48333449,2011,524167
NE,Douglas,DouglasNE,54211,10.48333449,2012,530755
NE,Douglas,DouglasNE,54211,10.48333449,2013,536734
NE,Douglas,DouglasNE,54211,10.48333449,2014,543005
NE,Douglas,DouglasNE,54211,10.48333449,2015,549029
NE,Douglas,DouglasNE,54211,10.48333449,2016,555607
NE,Douglas,DouglasNE,54211,10.48333449,2017,560733
NE,Douglas,DouglasNE,54211,10.48333449,2018,566391
NE,Douglas,DouglasNE,54211,10.48333449,2019,571327
NV,Clark,ClarkNV,315447,16.16625702,2010,1952587
NV,Clark,ClarkNV,315447,16.16625702,2011,1961925
NV,Clark,ClarkNV,315447,16.16625702,2012,1989224
NV,Clark,ClarkNV,315447,16.16625702,2013,2017193
NV,Clark,ClarkNV,315447,16.16625702,2014,2053134
NV,Clark,ClarkNV,315447,16.16625702,2015,2096717
NV,Clark,ClarkNV,315447,16.16625702,2016,2138836
